  8 10  2  6  5  4  1  9  7 13 11 15 14  3 12  0 , 0 0 0 1
  8 10  2  6  5  4  1  9  7 13 11  0 14  3 12 15 , 0 0 0 1
  8 10  2  6  5  4  1  0  7 13 11  9 14  3 12 15 , 0 0 0 1
  8 10  2  0  5  4  1  6  7 13 11  9 14  3 12 15 , 1 0 0 0
  8 10  0  2  5  4  1  6  7 13 11  9 14  3 12 15 , 0 1 0 0
  8 10  1  2  5  4  0  6  7 13 11  9 14  3 12 15 , 0 1 0 0
  8 10  1  2  5  4 11  6  7 13  0  9 14  3 12 15 , 0 1 0 0
  8 10  1  2  5  4 11  6  7 13 12  9 14  3  0 15 , 1 0 0 0
  8 10  1  2  5  4 11  6  7 13 12  9 14  0  3 15 , 1 0 0 0
  8 10  1  2  5  4 11  6  7 13 12  9  0 14  3 15 , 0 0 0 1
  8 10  1  2  5  4 11  6  0 13 12  9  7 14  3 15 , 0 0 1 0
  8 10  1  2  5  4 11  6 13  0 12  9  7 14  3 15 , 0 0 1 0
  8 10  1  2  5  4 11  6 13 12  0  9  7 14  3 15 , 0 1 0 0
  8 10  1  2  5  4 11  6 13 12  3  9  7 14  0 15 , 1 0 0 0
  8 10  1  2  5  4 11  6 13 12  3  9  7  0 14 15 , 0 0 0 1
  8 10  1  2  5  4 11  6 13  0  3  9  7 12 14 15 , 1 0 0 0
  8 10  1  2  5  4 11  6  0 13  3  9  7 12 14 15 , 0 1 0 0
  8 10  1  2  5  4 11  6  7 13  3  9  0 12 14 15 , 0 0 1 0
  8 10  1  2  5  4 11  6  7 13  3  9 12  0 14 15 , 0 0 0 1
  8 10  1  2  5  4 11  6  7  0  3  9 12 13 14 15 , 0 0 0 1
  8 10  1  2  5  0 11  6  7  4  3  9 12 13 14 15 , 0 0 0 1
  8  0  1  2  5 10 11  6  7  4  3  9 12 13 14 15 , 0 0 1 0
  8  1  0  2  5 10 11  6  7  4  3  9 12 13 14 15 , 0 0 1 0
  8  1  2  0  5 10 11  6  7  4  3  9 12 13 14 15 , 0 1 0 0
  8  1  2  6  5 10 11  0  7  4  3  9 12 13 14 15 , 1 0 0 0
  8  1  2  6  5 10  0 11  7  4  3  9 12 13 14 15 , 0 1 0 0
  8  1  2  6  5 10  3 11  7  4  0  9 12 13 14 15 , 0 0 1 0
  8  1  2  6  5 10  3 11  7  4  9  0 12 13 14 15 , 0 0 0 1
  8  1  2  6  5 10  3  0  7  4  9 11 12 13 14 15 , 1 0 0 0
  8  1  2  6  5 10  0  3  7  4  9 11 12 13 14 15 , 1 0 0 0
  8  1  2  6  5  0 10  3  7  4  9 11 12 13 14 15 , 1 0 0 0
  8  1  2  6  0  5 10  3  7  4  9 11 12 13 14 15 , 0 0 0 1
  0  1  2  6  8  5 10  3  7  4  9 11 12 13 14 15 , 0 0 1 0
  1  0  2  6  8  5 10  3  7  4  9 11 12 13 14 15 , 0 1 0 0
  1  5  2  6  8  0 10  3  7  4  9 11 12 13 14 15 , 0 1 0 0
  1  5  2  6  8  4 10  3  7  0  9 11 12 13 14 15 , 1 0 0 0
  1  5  2  6  8  4 10  3  0  7  9 11 12 13 14 15 , 0 0 0 1
  1  5  2  6  0  4 10  3  8  7  9 11 12 13 14 15 , 0 0 1 0
  1  5  2  6  4  0 10  3  8  7  9 11 12 13 14 15 , 0 1 0 0
  1  5  2  6  4  7 10  3  8  0  9 11 12 13 14 15 , 0 0 1 0
  1  5  2  6  4  7 10  3  8  9  0 11 12 13 14 15 , 0 0 0 1
  1  5  2  6  4  7  0  3  8  9 10 11 12 13 14 15 , 1 0 0 0
  1  5  2  6  4  0  7  3  8  9 10 11 12 13 14 15 , 0 0 0 1
  1  0  2  6  4  5  7  3  8  9 10 11 12 13 14 15 , 0 0 1 0
  1  2  0  6  4  5  7  3  8  9 10 11 12 13 14 15 , 0 0 1 0
  1  2  6  0  4  5  7  3  8  9 10 11 12 13 14 15 , 0 1 0 0
  1  2  6  3  4  5  7  0  8  9 10 11 12 13 14 15 , 1 0 0 0
  1  2  6  3  4  5  0  7  8  9 10 11 12 13 14 15 , 0 0 0 1
  1  2  0  3  4  5  6  7  8  9 10 11 12 13 14 15 , 1 0 0 0
  1  0  2  3  4  5  6  7  8  9 10 11 12 13 14 15 , 1 0 0 0
