 11  3  9  6  8 13  0  4  5 14 15  7  2 12 10  1 , 0 0 0 1
 11  3  0  6  8 13  9  4  5 14 15  7  2 12 10  1 , 1 0 0 0
 11  0  3  6  8 13  9  4  5 14 15  7  2 12 10  1 , 1 0 0 0
  0 11  3  6  8 13  9  4  5 14 15  7  2 12 10  1 , 0 1 0 0
  8 11  3  6  0 13  9  4  5 14 15  7  2 12 10  1 , 0 1 0 0
  8 11  3  6  5 13  9  4  0 14 15  7  2 12 10  1 , 0 1 0 0
  8 11  3  6  5 13  9  4  2 14 15  7  0 12 10  1 , 0 0 1 0
  8 11  3  6  5 13  9  4  2 14 15  7 12  0 10  1 , 0 0 0 1
  8 11  3  6  5 13  9  4  2  0 15  7 12 14 10  1 , 0 0 0 1
  8 11  3  6  5  0  9  4  2 13 15  7 12 14 10  1 , 0 0 1 0
  8 11  3  6  5  9  0  4  2 13 15  7 12 14 10  1 , 0 0 1 0
  8 11  3  6  5  9  4  0  2 13 15  7 12 14 10  1 , 0 1 0 0
  8 11  3  6  5  9  4  7  2 13 15  0 12 14 10  1 , 1 0 0 0
  8 11  3  6  5  9  4  7  2 13  0 15 12 14 10  1 , 0 1 0 0
  8 11  3  6  5  9  4  7  2 13 10 15 12 14  0  1 , 0 0 1 0
  8 11  3  6  5  9  4  7  2 13 10 15 12 14  1  0 , 0 0 0 1
  8 11  3  6  5  9  4  7  2 13 10  0 12 14  1 15 , 1 0 0 0
  8 11  3  6  5  9  4  7  2 13  0 10 12 14  1 15 , 0 1 0 0
  8 11  3  6  5  9  4  7  2 13  1 10 12 14  0 15 , 1 0 0 0
  8 11  3  6  5  9  4  7  2 13  1 10 12  0 14 15 , 0 0 0 1
  8 11  3  6  5  9  4  7  2  0  1 10 12 13 14 15 , 0 0 0 1
  8 11  3  6  5  0  4  7  2  9  1 10 12 13 14 15 , 0 0 1 0
  8 11  3  6  5  4  0  7  2  9  1 10 12 13 14 15 , 0 1 0 0
  8 11  3  6  5  4  1  7  2  9  0 10 12 13 14 15 , 0 0 1 0
  8 11  3  6  5  4  1  7  2  9 10  0 12 13 14 15 , 0 0 0 1
  8 11  3  6  5  4  1  0  2  9 10  7 12 13 14 15 , 0 0 0 1
  8 11  3  0  5  4  1  6  2  9 10  7 12 13 14 15 , 1 0 0 0
  8 11  0  3  5  4  1  6  2  9 10  7 12 13 14 15 , 1 0 0 0
  8  0 11  3  5  4  1  6  2  9 10  7 12 13 14 15 , 0 1 0 0
  8  4 11  3  5  0  1  6  2  9 10  7 12 13 14 15 , 1 0 0 0
  8  4 11  3  0  5  1  6  2  9 10  7 12 13 14 15 , 0 1 0 0
  8  4 11  3  2  5  1  6  0  9 10  7 12 13 14 15 , 0 0 1 0
  8  4 11  3  2  5  1  6  9  0 10  7 12 13 14 15 , 0 0 0 1
  8  4 11  3  2  0  1  6  9  5 10  7 12 13 14 15 , 1 0 0 0
  8  4 11  3  0  2  1  6  9  5 10  7 12 13 14 15 , 0 0 0 1
  0  4 11  3  8  2  1  6  9  5 10  7 12 13 14 15 , 0 0 1 0
  4  0 11  3  8  2  1  6  9  5 10  7 12 13 14 15 , 0 1 0 0
  4  2 11  3  8  0  1  6  9  5 10  7 12 13 14 15 , 0 0 1 0
  4  2 11  3  8  1  0  6  9  5 10  7 12 13 14 15 , 0 0 0 1
  4  2  0  3  8  1 11  6  9  5 10  7 12 13 14 15 , 1 0 0 0
  4  0  2  3  8  1 11  6  9  5 10  7 12 13 14 15 , 0 1 0 0
  4  1  2  3  8  0 11  6  9  5 10  7 12 13 14 15 , 0 1 0 0
  4  1  2  3  8  5 11  6  9  0 10  7 12 13 14 15 , 0 0 1 0
  4  1  2  3  8  5 11  6  9 10  0  7 12 13 14 15 , 0 0 0 1
  4  1  2  3  8  5  0  6  9 10 11  7 12 13 14 15 , 0 0 1 0
  4  1  2  3  8  5  6  0  9 10 11  7 12 13 14 15 , 0 1 0 0
  4  1  2  3  8  5  6  7  9 10 11  0 12 13 14 15 , 1 0 0 0
  4  1  2  3  8  5  6  7  9 10  0 11 12 13 14 15 , 1 0 0 0
  4  1  2  3  8  5  6  7  9  0 10 11 12 13 14 15 , 1 0 0 0
  4  1  2  3  8  5  6  7  0  9 10 11 12 13 14 15 , 0 0 0 1
  4  1  2  3  0  5  6  7  8  9 10 11 12 13 14 15 , 0 0 0 1
