 10  7  5  0  4 15  2  9 13 11 12  1 14  8  3  6 , 0 1 0 0
 10  7  5  9  4 15  2  0 13 11 12  1 14  8  3  6 , 0 1 0 0
 10  7  5  9  4 15  2  1 13 11 12  0 14  8  3  6 , 0 1 0 0
 10  7  5  9  4 15  2  1 13 11 12  6 14  8  3  0 , 1 0 0 0
 10  7  5  9  4 15  2  1 13 11 12  6 14  8  0  3 , 0 0 0 1
 10  7  5  9  4 15  2  1 13 11  0  6 14  8 12  3 , 1 0 0 0
 10  7  5  9  4 15  2  1 13  0 11  6 14  8 12  3 , 0 0 0 1
 10  7  5  9  4  0  2  1 13 15 11  6 14  8 12  3 , 0 0 0 1
 10  0  5  9  4  7  2  1 13 15 11  6 14  8 12  3 , 0 0 1 0
 10  5  0  9  4  7  2  1 13 15 11  6 14  8 12  3 , 0 1 0 0
 10  5  2  9  4  7  0  1 13 15 11  6 14  8 12  3 , 0 1 0 0
 10  5  2  9  4  7 11  1 13 15  0  6 14  8 12  3 , 1 0 0 0
 10  5  2  9  4  7 11  1 13  0 15  6 14  8 12  3 , 1 0 0 0
 10  5  2  9  4  7 11  1  0 13 15  6 14  8 12  3 , 0 1 0 0
 10  5  2  9  4  7 11  1 14 13 15  6  0  8 12  3 , 0 0 1 0
 10  5  2  9  4  7 11  1 14 13 15  6  8  0 12  3 , 0 0 1 0
 10  5  2  9  4  7 11  1 14 13 15  6  8 12  0  3 , 0 0 0 1
 10  5  2  9  4  7 11  1 14 13  0  6  8 12 15  3 , 1 0 0 0
 10  5  2  9  4  7 11  1 14  0 13  6  8 12 15  3 , 1 0 0 0
 10  5  2  9  4  7 11  1  0 14 13  6  8 12 15  3 , 0 1 0 0
 10  5  2  9  4  7 11  1  8 14 13  6  0 12 15  3 , 0 0 1 0
 10  5  2  9  4  7 11  1  8 14 13  6 12  0 15  3 , 0 0 0 1
 10  5  2  9  4  7 11  1  8  0 13  6 12 14 15  3 , 0 0 1 0
 10  5  2  9  4  7 11  1  8 13  0  6 12 14 15  3 , 0 0 1 0
 10  5  2  9  4  7 11  1  8 13  6  0 12 14 15  3 , 0 1 0 0
 10  5  2  9  4  7 11  1  8 13  6  3 12 14 15  0 , 1 0 0 0
 10  5  2  9  4  7 11  1  8 13  6  3 12 14  0 15 , 1 0 0 0
 10  5  2  9  4  7 11  1  8 13  6  3 12  0 14 15 , 0 0 0 1
 10  5  2  9  4  7 11  1  8  0  6  3 12 13 14 15 , 0 0 1 0
 10  5  2  9  4  7 11  1  8  6  0  3 12 13 14 15 , 0 0 0 1
 10  5  2  9  4  7  0  1  8  6 11  3 12 13 14 15 , 0 0 1 0
 10  5  2  9  4  7  1  0  8  6 11  3 12 13 14 15 , 0 0 0 1
 10  5  2  0  4  7  1  9  8  6 11  3 12 13 14 15 , 1 0 0 0
 10  5  0  2  4  7  1  9  8  6 11  3 12 13 14 15 , 0 1 0 0
 10  5  1  2  4  7  0  9  8  6 11  3 12 13 14 15 , 0 0 1 0
 10  5  1  2  4  7  9  0  8  6 11  3 12 13 14 15 , 0 1 0 0
 10  5  1  2  4  7  9  3  8  6 11  0 12 13 14 15 , 1 0 0 0
 10  5  1  2  4  7  9  3  8  6  0 11 12 13 14 15 , 0 0 0 1
 10  5  1  2  4  7  0  3  8  6  9 11 12 13 14 15 , 1 0 0 0
 10  5  1  2  4  0  7  3  8  6  9 11 12 13 14 15 , 0 0 0 1
 10  0  1  2  4  5  7  3  8  6  9 11 12 13 14 15 , 1 0 0 0
  0 10  1  2  4  5  7  3  8  6  9 11 12 13 14 15 , 0 1 0 0
  4 10  1  2  0  5  7  3  8  6  9 11 12 13 14 15 , 0 0 1 0
  4 10  1  2  5  0  7  3  8  6  9 11 12 13 14 15 , 0 0 0 1
  4  0  1  2  5 10  7  3  8  6  9 11 12 13 14 15 , 0 0 1 0
  4  1  0  2  5 10  7  3  8  6  9 11 12 13 14 15 , 0 0 1 0
  4  1  2  0  5 10  7  3  8  6  9 11 12 13 14 15 , 0 1 0 0
  4  1  2  3  5 10  7  0  8  6  9 11 12 13 14 15 , 1 0 0 0
  4  1  2  3  5 10  0  7  8  6  9 11 12 13 14 15 , 1 0 0 0
  4  1  2  3  5  0 10  7  8  6  9 11 12 13 14 15 , 0 1 0 0
  4  1  2  3  5  6 10  7  8  0  9 11 12 13 14 15 , 0 0 1 0
  4  1  2  3  5  6 10  7  8  9  0 11 12 13 14 15 , 0 0 0 1
  4  1  2  3  5  6  0  7  8  9 10 11 12 13 14 15 , 1 0 0 0
  4  1  2  3  5  0  6  7  8  9 10 11 12 13 14 15 , 1 0 0 0
  4  1  2  3  0  5  6  7  8  9 10 11 12 13 14 15 , 0 0 0 1
