 12 15  7  8  1 11 14  2  4 10  5  3 13  6  9  0 , 1 0 0 0
 12 15  7  8  1 11 14  2  4 10  5  3 13  6  0  9 , 1 0 0 0
 12 15  7  8  1 11 14  2  4 10  5  3 13  0  6  9 , 0 0 0 1
 12 15  7  8  1 11 14  2  4  0  5  3 13 10  6  9 , 0 0 1 0
 12 15  7  8  1 11 14  2  4  5  0  3 13 10  6  9 , 0 0 0 1
 12 15  7  8  1 11  0  2  4  5 14  3 13 10  6  9 , 1 0 0 0
 12 15  7  8  1  0 11  2  4  5 14  3 13 10  6  9 , 0 0 0 1
 12  0  7  8  1 15 11  2  4  5 14  3 13 10  6  9 , 0 0 1 0
 12  7  0  8  1 15 11  2  4  5 14  3 13 10  6  9 , 0 0 1 0
 12  7  8  0  1 15 11  2  4  5 14  3 13 10  6  9 , 0 1 0 0
 12  7  8  2  1 15 11  0  4  5 14  3 13 10  6  9 , 0 1 0 0
 12  7  8  2  1 15 11  3  4  5 14  0 13 10  6  9 , 1 0 0 0
 12  7  8  2  1 15 11  3  4  5  0 14 13 10  6  9 , 0 0 0 1
 12  7  8  2  1 15  0  3  4  5 11 14 13 10  6  9 , 1 0 0 0
 12  7  8  2  1  0 15  3  4  5 11 14 13 10  6  9 , 0 0 0 1
 12  0  8  2  1  7 15  3  4  5 11 14 13 10  6  9 , 0 0 1 0
 12  8  0  2  1  7 15  3  4  5 11 14 13 10  6  9 , 0 0 1 0
 12  8  2  0  1  7 15  3  4  5 11 14 13 10  6  9 , 0 1 0 0
 12  8  2  3  1  7 15  0  4  5 11 14 13 10  6  9 , 1 0 0 0
 12  8  2  3  1  7  0 15  4  5 11 14 13 10  6  9 , 1 0 0 0
 12  8  2  3  1  0  7 15  4  5 11 14 13 10  6  9 , 1 0 0 0
 12  8  2  3  0  1  7 15  4  5 11 14 13 10  6  9 , 0 0 0 1
  0  8  2  3 12  1  7 15  4  5 11 14 13 10  6  9 , 0 0 1 0
  8  0  2  3 12  1  7 15  4  5 11 14 13 10  6  9 , 0 1 0 0
  8  1  2  3 12  0  7 15  4  5 11 14 13 10  6  9 , 0 1 0 0
  8  1  2  3 12  5  7 15  4  0 11 14 13 10  6  9 , 0 0 1 0
  8  1  2  3 12  5  7 15  4 11  0 14 13 10  6  9 , 0 1 0 0
  8  1  2  3 12  5  7 15  4 11  6 14 13 10  0  9 , 0 0 1 0
  8  1  2  3 12  5  7 15  4 11  6 14 13 10  9  0 , 0 0 0 1
  8  1  2  3 12  5  7 15  4 11  6  0 13 10  9 14 , 0 0 0 1
  8  1  2  3 12  5  7  0  4 11  6 15 13 10  9 14 , 1 0 0 0
  8  1  2  3 12  5  0  7  4 11  6 15 13 10  9 14 , 0 1 0 0
  8  1  2  3 12  5  6  7  4 11  0 15 13 10  9 14 , 1 0 0 0
  8  1  2  3 12  5  6  7  4  0 11 15 13 10  9 14 , 0 1 0 0
  8  1  2  3 12  5  6  7  4 10 11 15 13  0  9 14 , 0 0 1 0
  8  1  2  3 12  5  6  7  4 10 11 15 13  9  0 14 , 0 0 1 0
  8  1  2  3 12  5  6  7  4 10 11 15 13  9 14  0 , 0 0 0 1
  8  1  2  3 12  5  6  7  4 10 11  0 13  9 14 15 , 1 0 0 0
  8  1  2  3 12  5  6  7  4 10  0 11 13  9 14 15 , 1 0 0 0
  8  1  2  3 12  5  6  7  4  0 10 11 13  9 14 15 , 1 0 0 0
  8  1  2  3 12  5  6  7  0  4 10 11 13  9 14 15 , 0 0 0 1
  8  1  2  3  0  5  6  7 12  4 10 11 13  9 14 15 , 0 0 0 1
  0  1  2  3  8  5  6  7 12  4 10 11 13  9 14 15 , 0 0 1 0
  1  0  2  3  8  5  6  7 12  4 10 11 13  9 14 15 , 0 1 0 0
  1  5  2  3  8  0  6  7 12  4 10 11 13  9 14 15 , 0 1 0 0
  1  5  2  3  8  4  6  7 12  0 10 11 13  9 14 15 , 0 1 0 0
  1  5  2  3  8  4  6  7 12  9 10 11 13  0 14 15 , 1 0 0 0
  1  5  2  3  8  4  6  7 12  9 10 11  0 13 14 15 , 0 0 0 1
  1  5  2  3  8  4  6  7  0  9 10 11 12 13 14 15 , 0 0 0 1
  1  5  2  3  0  4  6  7  8  9 10 11 12 13 14 15 , 0 0 1 0
  1  5  2  3  4  0  6  7  8  9 10 11 12 13 14 15 , 0 0 0 1
  1  0  2  3  4  5  6  7  8  9 10 11 12 13 14 15 , 1 0 0 0
