  5  1 12 11  4 13  0 15  9  6  7 10  3  8 14  2 , 0 0 0 1
  5  1  0 11  4 13 12 15  9  6  7 10  3  8 14  2 , 1 0 0 0
  5  0  1 11  4 13 12 15  9  6  7 10  3  8 14  2 , 1 0 0 0
  0  5  1 11  4 13 12 15  9  6  7 10  3  8 14  2 , 0 1 0 0
  4  5  1 11  0 13 12 15  9  6  7 10  3  8 14  2 , 0 1 0 0
  4  5  1 11  9 13 12 15  0  6  7 10  3  8 14  2 , 0 1 0 0
  4  5  1 11  9 13 12 15  3  6  7 10  0  8 14  2 , 0 0 1 0
  4  5  1 11  9 13 12 15  3  6  7 10  8  0 14  2 , 0 0 0 1
  4  5  1 11  9 13 12 15  3  0  7 10  8  6 14  2 , 1 0 0 0
  4  5  1 11  9 13 12 15  0  3  7 10  8  6 14  2 , 0 0 0 1
  4  5  1 11  0 13 12 15  9  3  7 10  8  6 14  2 , 0 0 1 0
  4  5  1 11 13  0 12 15  9  3  7 10  8  6 14  2 , 0 0 1 0
  4  5  1 11 13 12  0 15  9  3  7 10  8  6 14  2 , 0 1 0 0
  4  5  1 11 13 12  7 15  9  3  0 10  8  6 14  2 , 1 0 0 0
  4  5  1 11 13 12  7 15  9  0  3 10  8  6 14  2 , 0 0 0 1
  4  5  1 11 13  0  7 15  9 12  3 10  8  6 14  2 , 0 0 0 1
  4  0  1 11 13  5  7 15  9 12  3 10  8  6 14  2 , 0 0 1 0
  4  1  0 11 13  5  7 15  9 12  3 10  8  6 14  2 , 0 1 0 0
  4  1  7 11 13  5  0 15  9 12  3 10  8  6 14  2 , 0 1 0 0
  4  1  7 11 13  5  3 15  9 12  0 10  8  6 14  2 , 0 0 1 0
  4  1  7 11 13  5  3 15  9 12 10  0  8  6 14  2 , 0 1 0 0
  4  1  7 11 13  5  3 15  9 12 10  2  8  6 14  0 , 1 0 0 0
  4  1  7 11 13  5  3 15  9 12 10  2  8  6  0 14 , 1 0 0 0
  4  1  7 11 13  5  3 15  9 12 10  2  8  0  6 14 , 0 0 0 1
  4  1  7 11 13  5  3 15  9  0 10  2  8 12  6 14 , 0 0 1 0
  4  1  7 11 13  5  3 15  9 10  0  2  8 12  6 14 , 0 0 1 0
  4  1  7 11 13  5  3 15  9 10  2  0  8 12  6 14 , 0 0 0 1
  4  1  7 11 13  5  3  0  9 10  2 15  8 12  6 14 , 0 0 0 1
  4  1  7  0 13  5  3 11  9 10  2 15  8 12  6 14 , 1 0 0 0
  4  1  0  7 13  5  3 11  9 10  2 15  8 12  6 14 , 0 1 0 0
  4  1  3  7 13  5  0 11  9 10  2 15  8 12  6 14 , 0 1 0 0
  4  1  3  7 13  5  2 11  9 10  0 15  8 12  6 14 , 0 1 0 0
  4  1  3  7 13  5  2 11  9 10  6 15  8 12  0 14 , 0 0 1 0
  4  1  3  7 13  5  2 11  9 10  6 15  8 12 14  0 , 0 0 0 1
  4  1  3  7 13  5  2 11  9 10  6  0  8 12 14 15 , 0 0 0 1
  4  1  3  7 13  5  2  0  9 10  6 11  8 12 14 15 , 0 0 0 1
  4  1  3  0 13  5  2  7  9 10  6 11  8 12 14 15 , 1 0 0 0
  4  1  0  3 13  5  2  7  9 10  6 11  8 12 14 15 , 0 1 0 0
  4  1  2  3 13  5  0  7  9 10  6 11  8 12 14 15 , 0 1 0 0
  4  1  2  3 13  5  6  7  9 10  0 11  8 12 14 15 , 1 0 0 0
  4  1  2  3 13  5  6  7  9  0 10 11  8 12 14 15 , 1 0 0 0
  4  1  2  3 13  5  6  7  0  9 10 11  8 12 14 15 , 0 0 0 1
  4  1  2  3  0  5  6  7 13  9 10 11  8 12 14 15 , 0 0 1 0
  4  1  2  3  5  0  6  7 13  9 10 11  8 12 14 15 , 0 1 0 0
  4  1  2  3  5  9  6  7 13  0 10 11  8 12 14 15 , 1 0 0 0
  4  1  2  3  5  9  6  7  0 13 10 11  8 12 14 15 , 0 1 0 0
  4  1  2  3  5  9  6  7  8 13 10 11  0 12 14 15 , 0 0 1 0
  4  1  2  3  5  9  6  7  8 13 10 11 12  0 14 15 , 0 0 0 1
  4  1  2  3  5  9  6  7  8  0 10 11 12 13 14 15 , 0 0 0 1
  4  1  2  3  5  0  6  7  8  9 10 11 12 13 14 15 , 1 0 0 0
  4  1  2  3  0  5  6  7  8  9 10 11 12 13 14 15 , 0 0 0 1
